Symbol,Stock Name,Stock Price,Expiry Date,Call Open Int,Call Open Int Change,Call Volume,Call IV,Call LTP,Call Net Change,Call Bid Qty,Call Bid Price,Call Ask Price,Call Ask Qty,Strike Price,Put Bid Qty,Put Bid price,Put Ask Price,Put Ask Qty,Put Net change,Put LTP,Put IV,Put Volume,Put Open Int Change,Put Open Int
NIFTY,Nifty Exchange,10692.3,6/28/2018,450,75,1,9.5,9,0.05,300,6,9,450,11600,2250,826,889,2250,,900,,,,75
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,300,0.2,,,11650,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,75,75,1,10.72,10,5,150,4.2,9.4,150,11700,2250,922.2,989.4,2250,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,600,0.2,,,11750,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,900,1.25,10,150,11800,2250,1017.25,1090,2250,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,600,0.2,,,11850,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,225,,,,6.5,,900,2.05,8,150,11900,2250,1112.05,1186,2250,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,450,0.2,,,11950,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,132600,2925,108,11.78,4.3,1,75,3.75,4.5,900,12000,150,1226.6,1266.45,150,127,1238,27.27,2,150,4575
NIFTY,Nifty Exchange,10692.3,6/28/2018,375,,,,4,,900,0.15,,,12100,2250,1306.15,1382.9,2250,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,900,0.15,,,12200,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,900,0.15,,,12300,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,900,0.15,,,12400,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,87450,1125,37,13.48,1.25,0.2,75,1.25,1.45,150,12500,300,1727.7,1744.95,150,91.9,1730,33.79,23,600,60075
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,12600,2250,1798,1877,2250,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,12700,2250,1896,1977,2250,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,12800,2250,2000,2077,2250,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,12900,2250,2098,2177,2250,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,37725,,4,15.89,0.75,0.05,450,0.55,0.7,75,13000,450,2212.4,2252.45,150,2.45,2324.75,,,,42975
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,13100,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,13200,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,13300,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,,,,,,,,,,,13400,,,,,,,,,,
NIFTY,Nifty Exchange,10692.3,6/28/2018,43425,,4,18.73,0.7,,75,0.55,0.65,150,13500,450,2697.5,2747.55,750,76,2749,48.48,1,75,48450
